wind vel X,wind vel Y,t
-1.5088063478469849,0.00651677418500185,0
-1.4917093515396118,-0.0014940481632947922,1
-1.5142117738723755,-0.005286834202706814,2
-1.4984192848205566,0.021417012438178062,3
-1.4875764846801758,0.004240294452756643,4
-1.494051218032837,0.0003225022228434682,5
-1.4957994222640991,0.0076294648461043835,6
-1.489688754081726,0.03130733594298363,7
-1.5115902423858643,2.6884876206167974e-05,8
-1.500220775604248,-0.007734117563813925,9
-1.4954519271850586,-0.013775552622973919,10
-1.5091596841812134,-0.0011398836504667997,11
-1.5078717470169067,-0.005238590762019157,12
-1.5183179378509521,-0.012668929062783718,13
-1.506754994392395,-0.004170914646238089,14
-1.492639422416687,0.007472774013876915,15
-1.4882079362869263,0.001069204299710691,16
-1.506804347038269,-0.005393800791352987,17
-1.5105191469192505,0.007912527769804,18
-1.5058777332305908,-0.00580082181841135,19
-1.50023353099823,-0.011420859023928642,20
-1.5024007558822632,-0.001954492414370179,21
-1.4944978952407837,0.007269269786775112,22
-1.5042757987976074,0.002551635494455695,23
-1.5106801986694336,0.007074618712067604,24
-1.4991129636764526,-0.0055211069993674755,25
-1.521744966506958,0.004205827135592699,26
-1.4968689680099487,-0.021943578496575356,27
-1.5011075735092163,0.006813094485551119,28
-1.5010839700698853,-0.0077438438311219215,29
-1.515207052230835,-0.011428561992943287,30
-1.4922006130218506,0.01718165911734104,31
-1.4898730516433716,0.0033232402056455612,32
-1.4865800142288208,-0.0016156153287738562,33
-1.5091010332107544,0.0034977116156369448,34
-1.5235244035720825,0.029644953086972237,35
-1.494673728942871,-0.00941555853933096,36
-1.5010865926742554,-0.004593201447278261,37
-1.5084556341171265,-0.015215287916362286,38
-1.4834481477737427,-0.008253228850662708,39
-1.4997638463974,-0.002694603055715561,40
-1.514096736907959,0.0014963009161874652,41
-1.5038734674453735,0.004920399747788906,42
-1.5116405487060547,-0.008176920004189014,43
-1.4936511516571045,0.01309905294328928,44
-1.488476276397705,-0.016361547634005547,45
-1.504558801651001,-0.012087862007319927,46
-1.493695616722107,-0.02787691354751587,47
-1.4938075542449951,0.004943746142089367,48
-1.5074656009674072,0.005428898613899946,49
-1.48921537399292,-0.0017149519408121705,50
-1.493453025817871,0.01699168235063553,51
-1.518710970878601,-0.005735475104302168,52
-1.5033677816390991,-0.012695835903286934,53
-1.5076789855957031,0.008703744038939476,54
-1.4958356618881226,-0.0005400626105256379,55
-1.5093191862106323,-0.015330183319747448,56
-1.5151231288909912,0.0034402189776301384,57
-1.5106710195541382,0.0006833724328316748,58
-1.4821871519088745,0.0005731688579544425,59
-1.5028284788131714,-0.009596877731382847,60
