wind vel X,wind vel Y,t
1.498414397239685,0.011718657799065113,0
1.5084878206253052,-0.006828797981142998,1
1.4974923133850098,-0.012963534332811832,2
1.5194216966629028,-0.005973420571535826,3
1.5094149112701416,-0.013418705202639103,4
1.4918246269226074,-0.007437043823301792,5
1.4900778532028198,0.005437397863715887,6
1.497740387916565,-0.015205485746264458,7
1.4988439083099365,0.00417611887678504,8
1.4939854145050049,0.007016829214990139,9
1.4867347478866577,0.013457071036100388,10
1.487412452697754,0.007906732149422169,11
1.4955030679702759,0.003465215675532818,12
1.5073415040969849,-0.002375009236857295,13
1.4942176342010498,-0.012551549822092056,14
1.5084582567214966,0.001811342197470367,15
1.4961086511611938,-0.00460760947316885,16
1.507440447807312,-0.004898830782622099,17
1.4982773065567017,0.007969116792082787,18
1.5131726264953613,0.006862626411020756,19
1.4868967533111572,0.0017198643181473017,20
1.4990463256835938,0.0067785969004035,21
1.5158268213272095,-0.005196987185627222,22
1.4933096170425415,0.002327114809304476,23
1.492686152458191,0.01196626853197813,24
1.5147120952606201,0.016293330118060112,25
1.5037777423858643,-0.008695974946022034,26
1.530555248260498,-0.009259925223886967,27
1.4990330934524536,0.004822112619876862,28
1.4980285167694092,0.015497502870857716,29
1.5000553131103516,-0.006773101165890694,30
1.500797152519226,-0.014791145920753479,31
1.5119351148605347,0.01845403201878071,32
1.4933909177780151,0.0010229317704215646,33
1.5145922899246216,-0.00040226575220003724,34
1.4921154975891113,0.015633689239621162,35
1.4724136590957642,-0.0013172642793506384,36
1.4933812618255615,-0.004941248334944248,37
1.5080465078353882,0.002889254130423069,38
1.5127099752426147,-0.020351871848106384,39
1.498698353767395,-0.0026159833651036024,40
1.506917953491211,0.016853397712111473,41
1.4831175804138184,-0.010909335687756538,42
1.4945976734161377,-0.000766629062127322,43
1.5028197765350342,0.0040464806370437145,44
1.5006858110427856,-0.013546553440392017,45
1.497179388999939,0.005298295058310032,46
1.4903759956359863,-0.012217344716191292,47
1.5219485759735107,-0.008012029342353344,48
1.4846502542495728,-0.0001030452040140517,49
1.5030474662780762,0.010162895545363426,50
1.5110377073287964,-0.0029712708201259375,51
1.5168038606643677,-0.0003522740735206753,52
1.506454348564148,-0.0031638736836612225,53
1.5109330415725708,-9.032559319166467e-05,54
1.5023438930511475,-0.003154840786010027,55
1.486376404762268,0.011946968734264374,56
1.4980459213256836,-0.0070638335309922695,57
1.500335454940796,-0.015254822559654713,58
1.4964972734451294,0.0020431040320545435,59
1.5134036540985107,0.006429344415664673,60
1.493147373199463,-0.005772110540419817,61
1.5092459917068481,-0.010462066158652306,62
1.5128717422485352,-0.023146308958530426,63
1.5076935291290283,0.008957372978329659,64
1.5096800327301025,-0.009305850602686405,65
1.500390887260437,-0.006571612320840359,66
1.492745041847229,-0.011548264883458614,67
1.4980367422103882,-0.013675520196557045,68
1.5076724290847778,-0.002103059319779277,69
1.508980393409729,0.0012991087278351188,70
1.481275200843811,0.007486941758543253,71
1.508721947669983,0.005378270521759987,72
1.4908051490783691,-0.008096816018223763,73
1.4972150325775146,0.011543331667780876,74
1.4978379011154175,-0.007568132132291794,75
1.4980807304382324,0.015537526458501816,76
1.5222558975219727,-0.0021155793219804764,77
1.4902154207229614,-0.0017520966939628124,78
1.5070778131484985,-0.007855819538235664,79
