wind vel X,wind vel Y,t
-0.979063093662262,-0.9981874227523804,0
-0.9842545390129089,-1.0160499811172485,1
-1.0089620351791382,-0.989861011505127,2
-1.000656247138977,-0.9950577616691589,3
-0.9834383726119995,-0.9915781617164612,4
-1.0091103315353394,-0.9957969784736633,5
-0.9918383359909058,-0.9852861762046814,6
-1.01417076587677,-0.9794697761535645,7
-1.0032998323440552,-1.0076748132705688,8
-0.9852592349052429,-0.9951176047325134,9
-0.9849556088447571,-1.0140641927719116,10
-1.0023247003555298,-1.0086677074432373,11
-1.0020241737365723,-1.0073659420013428,12
-1.0062370300292969,-0.9921983480453491,13
-1.021234154701233,-1.0072581768035889,14
-0.9985681772232056,-0.9965130090713501,15
-1.0015552043914795,-1.0128374099731445,16
-1.0078142881393433,-1.0105507373809814,17
-1.0033667087554932,-1.0016987323760986,18
-0.9860100746154785,-1.003885269165039,19
-1.010356068611145,-1.008172631263733,20
-1.0180773735046387,-1.0106791257858276,21
-0.9864308834075928,-0.984707772731781,22
-1.0058504343032837,-1.0017420053482056,23
-0.9939495921134949,-0.9969798922538757,24
-1.0080870389938354,-0.9918805956840515,25
-0.9946921467781067,-0.9945887327194214,26
-0.9871372580528259,-1.0066088438034058,27
-1.004846215248108,-0.9874908924102783,28
-0.986782968044281,-0.9990097880363464,29
-1.0017646551132202,-1.0280681848526,30
-1.0070399045944214,-1.002199411392212,31
-1.0086839199066162,-0.982932984828949,32
-0.9952167868614197,-1.002362608909607,33
-0.998676598072052,-0.9927065372467041,34
-1.0164949893951416,-1.020973563194275,35
-0.9802254438400269,-0.9947385787963867,36
-0.9998738765716553,-1.0054914951324463,37
-1.0043588876724243,-1.0128333568572998,38
-0.9956457614898682,-0.994671106338501,39
-1.0084975957870483,-1.005578637123108,40
-1.0117435455322266,-0.9965721964836121,41
-1.0038000345230103,-0.9905281066894531,42
-1.0050002336502075,-0.997840940952301,43
-1.0052988529205322,-1.0137042999267578,44
-0.9964321851730347,-1.009366512298584,45
-1.0013068914413452,-1.0013964176177979,46
-0.990425169467926,-0.9860170483589172,47
-0.9960651397705078,-0.9984762072563171,48
-1.0043267011642456,-0.9930279850959778,49
-0.9988855123519897,-1.0069690942764282,50
-1.009141206741333,-0.9976664781570435,51
-0.9972720742225647,-0.9891567826271057,52
-1.0189019441604614,-1.002439022064209,53
-0.9983187913894653,-1.0171047449111938,54
-0.9916080832481384,-1.0021417140960693,55
-0.9905272722244263,-1.0045663118362427,56
-1.0075743198394775,-1.0130871534347534,57
-0.9961718320846558,-0.9976985454559326,58
-0.9848227500915527,-0.9886981844902039,59
-1.0116575956344604,-1.0008841753005981,60
-1.0012277364730835,-1.0190318822860718,61
-1.0070531368255615,-1.0291187763214111,62
-1.0005947351455688,-1.0041810274124146,63
-1.01011323928833,-1.0029780864715576,64
-1.0216002464294434,-0.9952129125595093,65
-0.9876205921173096,-0.9862236380577087,66
-1.0022673606872559,-0.9964302778244019,67
-0.9993021488189697,-0.9948333501815796,68
-1.0098031759262085,-0.9906719326972961,69
-1.0006252527236938,-0.9874281287193298,70
-1.0116453170776367,-1.0015490055084229,71
-0.9912880659103394,-1.0034242868423462,72
-0.9983089566230774,-1.0239899158477783,73
-0.9976188540458679,-1.0115597248077393,74
-1.0052019357681274,-1.0185774564743042,75
-1.0008869171142578,-0.9948793649673462,76
-1.022873878479004,-1.0077053308486938,77
-1.0176352262496948,-0.998726487159729,78
-0.9967414736747742,-1.0077311992645264,79
-1.007110595703125,-1.0050386190414429,80
