wind vel X,wind vel Y,t
-0.9979945421218872,-0.9996365904808044,0
-0.9844274520874023,-1.0055675506591797,1
-1.005659818649292,-1.0026103258132935,2
-0.9960496425628662,-1.0045965909957886,3
-1.0110419988632202,-0.9868385791778564,4
-1.0120384693145752,-1.0003353357315063,5
-0.9944252371788025,-0.9981531500816345,6
-1.0046534538269043,-0.9977141618728638,7
-0.9735256433486938,-1.007523775100708,8
-0.9940401911735535,-0.9889500737190247,9
-1.0104008913040161,-1.0064034461975098,10
-1.017028570175171,-1.004520058631897,11
-0.9972996115684509,-1.0001615285873413,12
-0.9968867301940918,-0.9916747212409973,13
-0.9930958151817322,-1.0121270418167114,14
-0.9916472434997559,-1.006133794784546,15
-1.0158940553665161,-1.001621127128601,16
-1.0067944526672363,-1.0027227401733398,17
-0.9981368184089661,-1.0037829875946045,18
-0.9902362823486328,-0.9915222525596619,19
-1.0065490007400513,-1.0054116249084473,20
-1.0013371706008911,-0.99323570728302,21
-0.9887888431549072,-0.9822850227355957,22
-0.9766094088554382,-1.022853136062622,23
-1.012489914894104,-1.0148156881332397,24
-0.9943010807037354,-0.9971213340759277,25
-1.0110466480255127,-0.9952737092971802,26
-0.9985960721969604,-0.9997629523277283,27
-0.9853484630584717,-1.0032974481582642,28
-0.9820929169654846,-1.0044000148773193,29
-1.0120748281478882,-0.9803309440612793,30
-1.000111699104309,-1.0111030340194702,31
-1.0004148483276367,-1.0205730199813843,32
-1.0008496046066284,-0.989425539970398,33
-0.9897021055221558,-0.9944390058517456,34
-1.0036277770996094,-0.9992192983627319,35
-0.98646479845047,-0.9999740719795227,36
-0.9981566667556763,-1.0137981176376343,37
-0.9876722097396851,-0.9915031790733337,38
-1.0036606788635254,-0.9757212400436401,39
-0.9949000477790833,-1.014236330986023,40
-0.9970659613609314,-0.9858419299125671,41
-0.9970192909240723,-1.006268858909607,42
-0.9926716685295105,-1.0107839107513428,43
-0.9911484122276306,-0.997308611869812,44
-0.9985766410827637,-1.0029817819595337,45
-0.9993201494216919,-0.985853910446167,46
-0.9884994626045227,-1.0014296770095825,47
-1.002935528755188,-1.0003594160079956,48
-0.9948809146881104,-1.0035951137542725,49
-0.9964255094528198,-1.0042670965194702,50
-0.9907575845718384,-0.9851858019828796,51
-1.0008459091186523,-1.0008034706115723,52
-1.0047632455825806,-0.9811848402023315,53
-1.0059127807617188,-0.999829113483429,54
-0.9879432320594788,-0.9928234815597534,55
-1.0104546546936035,-0.988673985004425,56
-0.9983213543891907,-1.0005909204483032,57
-0.9795589447021484,-1.0197619199752808,58
-0.9979121088981628,-1.0069586038589478,59
-0.9882413148880005,-0.997845470905304,60
-1.0033122301101685,-0.9948943853378296,61
-1.0074710845947266,-0.9858554601669312,62
-0.9997819662094116,-0.989125669002533,63
-1.017651915550232,-1.007698893547058,64
-1.003615140914917,-1.0119092464447021,65
-1.012313723564148,-0.9999596476554871,66
-0.9853311777114868,-0.9842914938926697,67
-1.0141431093215942,-1.0054254531860352,68
-0.9905292391777039,-0.9837988615036011,69
-0.9973458647727966,-0.9848507642745972,70
-1.0039170980453491,-0.9912792444229126,71
-1.0221457481384277,-0.9875903725624084,72
-0.9903671145439148,-0.9972254633903503,73
-0.9880563616752625,-1.0031830072402954,74
-0.9873526692390442,-1.010374903678894,75
-1.013474464416504,-0.9892850518226624,76
-1.0227668285369873,-0.9878346920013428,77
-0.9936038851737976,-1.007271647453308,78
-1.0015636682510376,-0.9927589297294617,79
-0.9772777557373047,-1.0039420127868652,80
-1.013527274131775,-1.0026754140853882,81
-0.9972842335700989,-1.006207823753357,82
-0.9990407228469849,-0.9925492405891418,83
-0.9993818998336792,-0.998711884021759,84
-1.0002341270446777,-1.0039498805999756,85
-1.000195860862732,-0.9922866225242615,86
-0.9961664080619812,-0.997974693775177,87
-0.9872249364852905,-0.9886595606803894,88
-0.988299548625946,-1.0048075914382935,89
-0.998028039932251,-1.0038167238235474,90
-0.9944199323654175,-1.0097315311431885,91
-1.0032846927642822,-1.0180749893188477,92
-0.9958208799362183,-1.0082381963729858,93
-1.0050857067108154,-1.007321834564209,94
-0.9996738433837891,-0.992163360118866,95
-0.9974491596221924,-1.006677269935608,96
-1.000664472579956,-1.0005336999893188,97
-1.0129321813583374,-0.9853435754776001,98
-0.9938623905181885,-1.0046470165252686,99
-1.0036643743515015,-0.9949126243591309,100
-0.9905886650085449,-1.0093073844909668,101
-1.0146394968032837,-0.991373598575592,102
-1.0132185220718384,-0.9993820190429688,103
-1.009297490119934,-1.0001474618911743,104
-0.9915111064910889,-1.0080937147140503,105
-1.0076189041137695,-1.0121524333953857,106
-0.9975858330726624,-0.9987027049064636,107
-1.0175503492355347,-0.9952672123908997,108
-1.0047940015792847,-1.013474941253662,109
-1.0087741613388062,-0.9949824213981628,110
-1.0034228563308716,-0.9914383292198181,111
-1.0121030807495117,-1.0101771354675293,112
-0.9935932755470276,-0.9970114231109619,113
-1.0033440589904785,-0.9978055357933044,114
-0.995955765247345,-0.9935747385025024,115
-1.001758098602295,-0.9983211755752563,116
-0.9985436797142029,-1.0078394412994385,117
-1.0029538869857788,-0.9984464049339294,118
-0.9916876554489136,-1.004992127418518,119
-0.9991371035575867,-0.9907796382904053,120
-0.9990732073783875,-0.9782940745353699,121
-0.9959576725959778,-1.0070616006851196,122
-1.0045231580734253,-1.0065028667449951,123
-0.9961881637573242,-1.0042072534561157,124
-0.9951485395431519,-0.9986417293548584,125
-0.994015097618103,-1.005959153175354,126
-1.0039196014404297,-0.9981879591941833,127
-1.0033408403396606,-0.9976430535316467,128
-0.9971383810043335,-1.0063518285751343,129
-0.9949668049812317,-1.0029327869415283,130
-0.9782378673553467,-1.0093437433242798,131
-0.9728662967681885,-0.993740975856781,132
-0.9991758465766907,-1.0038573741912842,133
-1.0069611072540283,-0.9989802837371826,134
-1.0011380910873413,-0.9980672001838684,135
-1.0137972831726074,-1.00966477394104,136
-0.9956257343292236,-0.9800612330436707,137
-1.001418113708496,-0.9969443678855896,138
-1.018215537071228,-0.9980362057685852,139
-1.0024943351745605,-0.9931536912918091,140
-1.0159398317337036,-1.0199782848358154,141
-0.9868645668029785,-1.004872441291809,142
-1.0018833875656128,-1.0022010803222656,143
-0.9921121597290039,-1.0127924680709839,144
-0.9952929019927979,-0.9902953505516052,145
-0.9917901754379272,-1.0036453008651733,146
-0.9968648552894592,-1.0111438035964966,147
-0.9953101873397827,-1.013377070426941,148
-1.022674798965454,-0.9920673966407776,149
-1.0000592470169067,-1.0130722522735596,150
-1.0029079914093018,-0.9869157671928406,151
-0.9857217669487,-0.9913804531097412,152
-1.0102678537368774,-1.00236976146698,153
-1.0130709409713745,-0.9887924790382385,154
-0.9962961077690125,-1.0003429651260376,155
-1.004157304763794,-1.003433346748352,156
-1.0016688108444214,-1.0097647905349731,157
