wind vel X,wind vel Y,t
0.990618109703064,-1.0084556341171265,0
1.014907717704773,-0.9834481477737427,1
0.9952005743980408,-0.9997638463973999,2
0.9890168309211731,-1.014096736907959,3
1.015214443206787,-1.0038734674453735,4
0.9956817030906677,-1.0116405487060547,5
1.003962755203247,-0.9936510920524597,6
0.9857884049415588,-0.9884762763977051,7
1.0087119340896606,-1.004558801651001,8
1.0095083713531494,-0.9936956167221069,9
0.9916283488273621,-0.9938074946403503,10
0.9986938238143921,-1.0074656009674072,11
0.996428370475769,-0.9892153739929199,12
1.005889654159546,-0.9934530258178711,13
0.9916472434997559,-1.018710970878601,14
0.9983336329460144,-1.0033677816390991,15
1.0020561218261719,-1.0076789855957031,16
0.9963759779930115,-0.9958357214927673,17
0.9990737438201904,-1.0093191862106323,18
0.996898353099823,-1.0151231288909912,19
1.003920078277588,-1.0106710195541382,20
1.0089908838272095,-0.9821870923042297,21
0.9917892217636108,-1.0028284788131714,22
1.001038670539856,-0.9984039068222046,23
1.0101553201675415,-1.004594326019287,24
1.005078911781311,-0.9968775510787964,25
1.0045865774154663,-1.0104169845581055,26
1.0152440071105957,-1.013310194015503,27
0.9785946011543274,-1.0129979848861694,28
0.9960434436798096,-1.0007389783859253,29
0.9955187439918518,-1.004575490951538,30
0.9987539052963257,-1.0003927946090698,31
1.020828366279602,-1.0046488046646118,32
0.9932904243469238,-1.0015262365341187,33
0.9962643980979919,-1.0103939771652222,34
0.9885492324829102,-1.0014480352401733,35
1.0051771402359009,-0.9897674322128296,36
0.9887281656265259,-0.9932647347450256,37
0.9949668049812317,-0.9870519042015076,38
1.0224645137786865,-1.0023164749145508,39
1.0119251012802124,-1.0063767433166504,40
0.9982905387878418,-1.0000337362289429,41
1.0008599758148193,-1.0022101402282715,42
1.0092273950576782,-0.9912996292114258,43
1.0035532712936401,-1.012312650680542,44
1.0011470317840576,-1.002290964126587,45
0.9874051213264465,-1.0096017122268677,46
1.0048725605010986,-0.9990285038948059,47
0.9892064332962036,-1.0066536664962769,48
0.9924555420875549,-1.0236876010894775,49
1.0043622255325317,-0.9945176839828491,50
1.0133603811264038,-0.994097113609314,51
1.0176358222961426,-0.9989476203918457,52
1.0014607906341553,-1.005845546722412,53
